"Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
4.35,-0.559091470599446
4.36,-0.568161763619001
4.37,-0.578471165045095
4.38,-0.590075386886633
4.39,-0.603042544566663
4.4,-0.6174542897069
4.41,-0.633407258022531
4.42,-0.651014888936083
4.43,-0.670409692311474
4.44,-0.691746062173787
4.45,-0.715203769679091
4.46,-0.740992311153159
4.47,-0.769356346359641
4.48,-0.800582544010435
4.49,-0.835008265798386
4.5,-0.873032681620337
4.51,-0.915131139281304
4.52,-0.961873945415077
4.53,-1.01395120217025
4.54,-1.07220606633092
4.55,-1.13767987910169
4.56,-1.21167425336552
4.57,-1.29583771491635
4.58,-1.39228837636922
4.59,-1.50379017720073
4.6,-1.63400971713837
4.61,-1.78789560561482
4.62,-1.97224545075902
4.63,-2.19656099311433
4.64,-2.47434337263887
4.65,-2.82504814819837
4.66,-3.27698806419596
4.67,-3.87148266612298
4.68,-4.66835980074185
4.69,-5.75223278193842
4.7,-7.23734868333601
4.71,-9.26439151721618
4.72,-11.9593701574262
4.73,-15.1713594624302
4.74,-17.4196034897815
4.75,-16.7229025607017
4.76,-14.8251009432235
4.77,-13.2142166350265
4.78,-12.0299569718667
4.79,-11.1469081442335
4.8,-10.4444812484615
4.81,-9.83729072838705
4.82,-9.27155075540519
4.83,-8.71832466822042
4.84,-8.16675267495992
4.85,-7.61751066443385
4.86,-7.07712908281001
4.87,-6.55381645166363
4.88,-6.05495604773958
4.89,-5.58598293671323
4.9,-5.15016392630965
4.91,-4.74884903993693
4.92,-4.38189952080352
4.93,-4.04812783443845
4.94,-3.74567577199736
4.95,-3.47230877649232
4.96,-3.22562992201461
4.97,-3.00322680811769
4.98,-2.80276662302698
4.99,-2.62205319826591
5,-2.45905731099923
